Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontageband,GarageYrBltband,LotAreaband,YearBuiltband,YearRemodAddband,MasVnrAreaband,BsmtFinSF1band,BsmtFinSF2band,BsmtUnfSFband,TotalBsmtSFband,1stFlrSFband,2ndFlrSFband,LowQualFinSFband,GrLivAreaband,GarageAreaband,WoodDeckSFband,OpenPorchSFband,EnclosedPorchband,3SsnPorchband,ScreenPorchband,MiscValband
2823,75,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,3,1,5,1,Gd,7,Typ,2,Gd,Detchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,12,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1927.2, 1941.0]","(1986.0, 1992.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(1401.6, 1868.8]","(1222.0, 2444.0]","(1286.2, 2238.4]","(1652.0, 2065.0]","(-1.064, 212.8]","(3518.8, 4580.4]","(595.2, 892.8]","(569.6, 854.4]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2824,80,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,TA,TA,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,0.0,1.0,2,0,3,1,TA,6,Min2,1,Fa,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,5,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1956.0, 1962.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(915.6, 1220.8]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(284.8, 569.6]","(148.4, 296.8]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2825,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,Slab,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,TA,7,Typ,1,Ex,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,4,2006,WD,Normal,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1941.0, 1954.8]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(148.4, 296.8]","(-1.012, 202.4]","(-0.508, 169.333]","(288.0, 432.0]","(-17.0, 1416.667]"
2826,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,8,Hip,CompShg,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,1.0,1,0,3,1,Gd,6,Typ,0,Not Applicable,Attchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,3,2006,WD,Normal,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2827,50,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,5,1,TA,7,Typ,0,Not Applicable,Attchd,Unf,1.0,Fa,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,WD,Normal,,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1941.0, 1954.8]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2828,60,RL,Pave,Not Applicable,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,11,2006,WD,Abnorml,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1986.0, 1992.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(1286.2, 2238.4]","(1239.0, 1652.0]","(-1.064, 212.8]","(2457.2, 3518.8]","(297.6, 595.2]","(-1.424, 284.8]","(148.4, 296.8]","(-1.012, 202.4]","(-0.508, 169.333]","(144.0, 288.0]","(-17.0, 1416.667]"
2829,90,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,Gable,CompShg,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,TA,Av,LwQ,GLQ,GasA,Gd,Y,SBrkr,2.0,0.0,2,0,2,2,Gd,8,Typ,0,Not Applicable,Attchd,Unf,4.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,4,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(915.6, 1220.8]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(892.8, 1190.4]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2830,60,RL,Pave,Not Applicable,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Applicable,BuiltIn,RFn,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,New,Partial,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(1222.0, 2444.0]","(1286.2, 2238.4]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2831,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,6,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,2,2006,WD,Abnorml,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2832,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,New,Partial,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2833,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,2,1,Ex,6,Typ,0,Not Applicable,Attchd,Fin,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,8,2006,New,Partial,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2834,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,5,2006,New,Partial,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2835,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,3,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(1401.6, 1868.8]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2836,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(320.0, 640.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2837,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,TA,Fa,CBlock,Gd,Fa,No,LwQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,3,1,TA,6,Typ,1,Po,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,COD,Abnorml,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1962.0, 1968.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2838,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,1,3,1,TA,5,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2006,WD,Normal,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2839,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,8,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2840,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,5,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2841,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2842,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,9,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2843,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,12,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1974.0, 1980.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2844,80,RL,Pave,Not Applicable,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Gd,Av,ALQ,LwQ,GasA,TA,Y,SBrkr,0.0,1.0,2,0,3,1,TA,6,Typ,0,Not Applicable,Detchd,Unf,3.0,Fa,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,4,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1974.0, 1980.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(305.2, 610.4]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(595.2, 892.8]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2845,20,RL,Pave,Not Applicable,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,Not Applicable,Detchd,Unf,1.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,3,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1968.0, 1974.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2846,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Applicable,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,WD,Normal,,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2847,60,RL,Pave,Not Applicable,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,8,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2848,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,Stucco,Stucco,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(148.4, 296.8]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
2849,60,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,8,Typ,0,Not Applicable,BuiltIn,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,9,2006,WD,Normal,,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
